City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Agadez,NE,19.75,10.25,88.23,13,51,9.95,broken clouds
700,Sola,VU,-13.8833,167.55,81.27,83,75,0.0,broken clouds
701,Pizarro,CO,4.9533,-77.366,79.68,81,39,7.67,light rain
702,Caluquembe,AO,-13.7833,14.6833,58.39,30,1,1.39,clear sky
703,Hofn,IS,64.2539,-15.2082,50.25,88,100,2.3,overcast clouds
704,Daru,PG,-9.0763,143.2092,76.05,86,100,13.85,overcast clouds
705,Chuzhou,CN,32.3219,118.2978,73.8,91,0,1.52,clear sky
706,Oudtshoorn,ZA,-33.5907,22.2014,53.96,52,84,3.62,broken clouds
707,Port Arthur,CN,38.8,121.2667,77.22,90,42,9.15,scattered clouds
708,Lahad Datu,MY,5.0268,118.327,75.52,89,98,1.88,overcast clouds
709,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.9,43,79,2.15,broken clouds
710,Kingston,JM,17.997,-76.7936,77.95,73,75,28.77,light rain
711,Tabas,IR,33.5959,56.9244,92.91,24,20,5.82,few clouds
712,Inhambane,MZ,-23.865,35.3833,63.21,74,0,4.21,clear sky
713,Wahpeton,US,46.2652,-96.6059,75.92,64,75,11.5,broken clouds
714,Bure,ET,10.7,37.0667,57.34,95,100,1.92,overcast clouds
715,Raga,SS,8.4596,25.678,69.28,95,100,6.08,overcast clouds
716,Ereymentau,KZ,51.6199,73.1033,72.14,34,94,6.33,overcast clouds
